orig	orig_type	dest	dest_type	int
AP2A2	gvirus	EGF	gcancer	cov2
GNB1	gvirus	HRAS	gcancer	cov2
STK3	gvirus	YAP1	gcancer	cov2
PMPCA	gvirus	PHB	gcancer	cov2
STOML2	gvirus	PHB	gcancer	cov2
RAB1A	gvirus	RAB31	gcancer	cov2
RALGAPB	gvirus	AKT2	gcancer	cov2
RHOA	gvirus	ARHGAP5	gcancer	cov2
GNB1	gvirus	AKT2	gcancer	cov2
GGH	gvirus	AOC1	gcancer	cov2
NUP98	gvirus	CDH1	gcancer	cov2
POFUT1	gvirus	NOTCH1	gcancer	cov2
RALA	gvirus	KRAS	gcancer	cov2
RHOA	gvirus	CDH1	gcancer	cov2
RHOA	gvirus	KRAS	gcancer	cov2
RAB7A	gvirus	CDH1	gcancer	cov2
SSX2IP	gvirus	ZNF24	gcancer	cov2
LOX	gvirus	NOTCH1	gcancer	cov2
GNB1	gvirus	FPR1	gcancer	cov2
GNB1	gvirus	KRAS	gcancer	cov2
NUP214	gvirus	SMAD3	gcancer	cov2
RHOA	gvirus	EGFR	gcancer	cov2
RHOA	gvirus	CDH17	gcancer	cov2
RHOA	gvirus	CCND1	gcancer	cov2
RAB7A	gvirus	EGFR	gcancer	cov2
PRKACA	gvirus	PDX1	gcancer	cov2
AP2A2	gvirus	EGFR	gcancer	cov2
LOX	gvirus	EGFR	gcancer	cov2
SNIP1	gvirus	SMAD3	gcancer	cov2
RHOA	gvirus	CRK	gcancer	cov2
RHOA	gvirus	EPHA2	gcancer	cov2
BRD4	gvirus	LARP7	gcancer	cov2
UBAP2L	gvirus	CBX7	gcancer	cov2
NUP98	gvirus	MEIS1	gcancer	cov2
RHOA	gvirus	CDKN1A	gcancer	cov2
NUP214	gvirus	SMAD4	gcancer	cov2
RHOA	gvirus	MYC	gcancer	cov2
BRD4	gvirus	MYC	gcancer	cov2
TLE3	gvirus	FOXA1	gcancer	cov2
SNIP1	gvirus	SMAD4	gcancer	cov2
NUP98	gvirus	RCC1	gcancer	cov2
RHOA	gvirus	PIK3CA	gcancer	cov2
RHOA	gvirus	SYK	gcancer	cov2
RHOA	gvirus	MET	gcancer	cov2
RHOA	gvirus	PTEN	gcancer	cov2
CSNK2B	gvirus	PTEN	gcancer	cov2
PRKACA	gvirus	ERBB3	gcancer	cov2
USP13	gvirus	PTEN	gcancer	cov2
GNB1	gvirus	PIK3CA	gcancer	cov2
PMPCA	gvirus	PTEN	gcancer	cov2
TRIM32	gvirus	TRIM25	gcancer	cov2
EIF4E2	gvirus	TRIM25	gcancer	cov2
TBK1	gvirus	TRIM25	gcancer	cov2
MRPS5	gvirus	SOD2	gcancer	cov2
WFS1	gvirus	IGFBP7	gcancer	cov2
AP3B1	gvirus	MAPK1	gcancer	cov2
AP2M1	gvirus	MAPK1	gcancer	cov2
FBN1	gvirus	IGFBP7	gcancer	cov2
ARF6	gvirus	MAPK1	gcancer	cov2
DNMT1	gvirus	FOXP3	gcancer	cov2
GLA	gvirus	MAPK1	gcancer	cov2
MFGE8	gvirus	IGFBP7	gcancer	cov2
ADAMTS1	gvirus	ADAMTS9	gcancer	cov2
HMOX1	gvirus	MAPK1	gcancer	cov2
HMOX1	gvirus	FOS	gcancer	cov2
HMOX1	gvirus	SOD2	gcancer	cov2
BRD2	gvirus	EP300	gcancer	cov2
NUP210	gvirus	HDAC6	gcancer	cov2
AKAP8L	gvirus	RNF43	gcancer	cov2
RBX1	gvirus	CCNE1	gcancer	cov2
RBX1	gvirus	EP300	gcancer	cov2
BRD2	gvirus	RUNX1	gcancer	cov2
DNMT1	gvirus	RASSF1	gcancer	cov2
SLC9A3R1	gvirus	AKT1	gcancer	cov2
AP3B1	gvirus	SRC	gcancer	cov2
FBN1	gvirus	LOX	gcancer	cov2
ARF6	gvirus	AKT1	gcancer	cov2
ARF6	gvirus	SRC	gcancer	cov2
FBLN5	gvirus	LOX	gcancer	cov2
DNMT1	gvirus	AKT1	gcancer	cov2
ITGB1	gvirus	SRC	gcancer	cov2
RDX	gvirus	AKT1	gcancer	cov2
PTPN13	gvirus	SRC	gcancer	cov2
HMOX1	gvirus	AKT1	gcancer	cov2
COMMD5	gvirus	SKP2	gcancer	cov2
RNF41	gvirus	SKP2	gcancer	cov2
RNF41	gvirus	ERBB2	gcancer	cov2
CUL2	gvirus	SKP2	gcancer	cov2
DNMT1	gvirus	TET1	gcancer	cov2
ITGB1	gvirus	SOS1	gcancer	cov2
FBXL12	gvirus	SKP2	gcancer	cov2
COMMD10	gvirus	SKP2	gcancer	cov2
RBX1	gvirus	SKP2	gcancer	cov2
RBX1	gvirus	APC	gcancer	cov2
COMMD5	gvirus	DTL	gcancer	cov2
COMMD5	gvirus	FBXO31	gcancer	cov2
RNF41	gvirus	FBXO31	gcancer	cov2
PRIM1	gvirus	DTL	gcancer	cov2
CUL2	gvirus	FBXO31	gcancer	cov2
DNMT1	gvirus	DNMT3A	gcancer	cov2
DNMT1	gvirus	TP53	gcancer	cov2
CEP55	gvirus	DTL	gcancer	cov2
FBXL12	gvirus	FBXO31	gcancer	cov2
DNAJC19	gvirus	TAZ	gcancer	cov2
COMMD10	gvirus	DTL	gcancer	cov2
COMMD10	gvirus	FBXO31	gcancer	cov2
BCS1L	gvirus	TAZ	gcancer	cov2
TIMM10	gvirus	TAZ	gcancer	cov2
RBX1	gvirus	DTL	gcancer	cov2
RBX1	gvirus	FBXO31	gcancer	cov2
CENPF	gvirus	DTL	gcancer	cov2
HMOX1	gvirus	TP53	gcancer	cov2
COMMD5	gvirus	FBXW7	gcancer	cov2
PCNT	gvirus	CDC20	gcancer	cov2
RNF41	gvirus	CDC20	gcancer	cov2
RNF41	gvirus	FBXW7	gcancer	cov2
RNF41	gvirus	UBE2C	gcancer	cov2
RAE1	gvirus	CDC20	gcancer	cov2
AP3B1	gvirus	HRAS	gcancer	cov2
PMPCB	gvirus	PHB	gcancer	cov2
AP2M1	gvirus	EGF	gcancer	cov2
ARF6	gvirus	HGF	gcancer	cov2
ARF6	gvirus	EGF	gcancer	cov2
CUL2	gvirus	CDC20	gcancer	cov2
CUL2	gvirus	FBXW7	gcancer	cov2
CUL2	gvirus	UBE2C	gcancer	cov2
DNMT1	gvirus	SOX2	gcancer	cov2
CEP55	gvirus	CDC20	gcancer	cov2
CEP55	gvirus	UBE2C	gcancer	cov2
ITGB1	gvirus	HGF	gcancer	cov2
ITGB1	gvirus	CD81	gcancer	cov2
ITGB1	gvirus	EGF	gcancer	cov2
FBXL12	gvirus	CDC20	gcancer	cov2
FBXL12	gvirus	FBXW7	gcancer	cov2
FBXL12	gvirus	UBE2C	gcancer	cov2
SCARB1	gvirus	CD81	gcancer	cov2
COMMD10	gvirus	FBXW7	gcancer	cov2
RBX1	gvirus	CDC20	gcancer	cov2
RBX1	gvirus	FBXW7	gcancer	cov2
RBX1	gvirus	PIAS1	gcancer	cov2
RBX1	gvirus	UBE2C	gcancer	cov2
CENPF	gvirus	CDC20	gcancer	cov2
CENPF	gvirus	UBE2C	gcancer	cov2
STOM	gvirus	PHB	gcancer	cov2
TRIM3	gvirus	IRF1	gcancer	cov2
STXBP4	gvirus	AKT2	gcancer	cov2
NUTF2	gvirus	CDH1	gcancer	cov2
BRD2	gvirus	KRAS	gcancer	cov2
BRD2	gvirus	RUNX3	gcancer	cov2
AP3B1	gvirus	KRAS	gcancer	cov2
MIB1	gvirus	NOTCH1	gcancer	cov2
DNMT1	gvirus	CDH1	gcancer	cov2
RBX1	gvirus	CDK8	gcancer	cov2
RBX1	gvirus	NOTCH1	gcancer	cov2
STOM	gvirus	FPR1	gcancer	cov2
SLC9A3R1	gvirus	EGFR	gcancer	cov2
BRD2	gvirus	CCND1	gcancer	cov2
RNF41	gvirus	EGFR	gcancer	cov2
AP2M1	gvirus	EGFR	gcancer	cov2
ARF6	gvirus	EGFR	gcancer	cov2
ARF6	gvirus	CDKN2A	gcancer	cov2
DNMT1	gvirus	SETD7	gcancer	cov2
ITGB1	gvirus	EGFR	gcancer	cov2
SCARB1	gvirus	CLDN7	gcancer	cov2
RBX1	gvirus	SMAD3	gcancer	cov2
PTPN13	gvirus	SMAD3	gcancer	cov2
MEPCE	gvirus	LARP7	gcancer	cov2
ARF6	gvirus	CRK	gcancer	cov2
ARF6	gvirus	EPHA2	gcancer	cov2
MIB1	gvirus	MARK2	gcancer	cov2
RBX1	gvirus	CDKN1A	gcancer	cov2
DNMT1	gvirus	RASAL1	gcancer	cov2
DNMT1	gvirus	MYC	gcancer	cov2
CEP55	gvirus	FOXM1	gcancer	cov2
CDK5RAP2	gvirus	CDK5	gcancer	cov2
CENPF	gvirus	FOXM1	gcancer	cov2
NUTF2	gvirus	RCC1	gcancer	cov2
SLC9A3R1	gvirus	PTEN	gcancer	cov2
RNF41	gvirus	ERBB3	gcancer	cov2
FGFR1OP	gvirus	STAT3	gcancer	cov2
FGFR1OP	gvirus	PIK3CA	gcancer	cov2
IDE	gvirus	SIRT4	gcancer	cov2
ARF6	gvirus	PIK3CA	gcancer	cov2
ARF6	gvirus	MET	gcancer	cov2
DNMT1	gvirus	STAT3	gcancer	cov2
DNMT1	gvirus	PTEN	gcancer	cov2
ITGB1	gvirus	STAT3	gcancer	cov2
ITGB1	gvirus	PIK3CA	gcancer	cov2
ITGB1	gvirus	MET	gcancer	cov2
ITGB1	gvirus	PTEN	gcancer	cov2
PTPN13	gvirus	STAT3	gcancer	cov2
PTPN13	gvirus	PTEN	gcancer	cov2
HMOX1	gvirus	STAT3	gcancer	cov2
RIPK1	gvirus	TRIM25	gcancer	cov2
CEP55	gvirus	TROAP	gcancer	cov2
CENPF	gvirus	TROAP	gcancer	cov2
NLRX1	gvirus	TRIM25	gcancer	cov2
NPC2	gvirus	MAPK1	gcancer	cov2
POR	gvirus	FOS	gcancer	cov2
SIRT5	gvirus	SOD2	gcancer	cov2
PRKAR2B	gvirus	MAPK1	gcancer	cov2
HDAC2	gvirus	CHD5	gcancer	cov2
MRPS2	gvirus	SOD2	gcancer	cov2
MARK3	gvirus	MAPK1	gcancer	cov2
AKAP9	gvirus	MAPK1	gcancer	cov2
STC2	gvirus	IGFBP7	gcancer	cov2
GTF2F2	gvirus	FGFR2	gcancer	cov2
NUP62	gvirus	HDAC6	gcancer	cov2
BRD4	gvirus	LARP7	gcancer	cov2
SIRT5	gvirus	HDAC6	gcancer	cov2
SIRT5	gvirus	EP300	gcancer	cov2
PRKAR2B	gvirus	PPP1R1B	gcancer	cov2
HDAC2	gvirus	HDAC6	gcancer	cov2
HDAC2	gvirus	EP300	gcancer	cov2
MOV10	gvirus	EP300	gcancer	cov2
TLE1	gvirus	EP300	gcancer	cov2
PSMD8	gvirus	CCNE1	gcancer	cov2
TCF12	gvirus	EP300	gcancer	cov2
STK4	gvirus	RASSF1	gcancer	cov2
GNG5	gvirus	PTGDR	gcancer	cov2
HDAC2	gvirus	RUNX1	gcancer	cov2
HDAC2	gvirus	PCGF2	gcancer	cov2
MOV10	gvirus	RUNX1	gcancer	cov2
TLE1	gvirus	ESRRG	gcancer	cov2
TCF12	gvirus	RUNX1	gcancer	cov2
CSNK2A2	gvirus	RUNX1	gcancer	cov2
SAV1	gvirus	RASSF1	gcancer	cov2
F2RL1	gvirus	CASR	gcancer	cov2
GNG5	gvirus	AKT1	gcancer	cov2
GNG5	gvirus	CASR	gcancer	cov2
MOV10	gvirus	SRC	gcancer	cov2
TCF12	gvirus	TCF3	gcancer	cov2
MARK3	gvirus	SRC	gcancer	cov2
AKAP9	gvirus	SRC	gcancer	cov2
STK4	gvirus	RASSF2	gcancer	cov2
UBE3A	gvirus	SKP2	gcancer	cov2
HERC2	gvirus	SKP2	gcancer	cov2
TLE1	gvirus	APC	gcancer	cov2
HECTD1	gvirus	SKP2	gcancer	cov2
PSMD8	gvirus	SKP2	gcancer	cov2
PSMD8	gvirus	APC	gcancer	cov2
COMMD1	gvirus	SKP2	gcancer	cov2
LRRC41	gvirus	SKP2	gcancer	cov2
DNA2	gvirus	TP53	gcancer	cov2
SIRT5	gvirus	TP53	gcancer	cov2
UBE3A	gvirus	FBXO31	gcancer	cov2
UBE3A	gvirus	TP53	gcancer	cov2
HERC2	gvirus	FBXO31	gcancer	cov2
TRIM59	gvirus	TP53	gcancer	cov2
HDAC2	gvirus	TP53	gcancer	cov2
MOV10	gvirus	TP53	gcancer	cov2
TIMM9	gvirus	TAZ	gcancer	cov2
HECTD1	gvirus	FBXO31	gcancer	cov2
HECTD1	gvirus	UBR5	gcancer	cov2
PSMD8	gvirus	TP53	gcancer	cov2
CSNK2A2	gvirus	TP53	gcancer	cov2
COMMD1	gvirus	DTL	gcancer	cov2
COMMD1	gvirus	FBXO31	gcancer	cov2
MAT2B	gvirus	DNMT3A	gcancer	cov2
LRRC41	gvirus	FBXO31	gcancer	cov2
COL6A1	gvirus	SPARC	gcancer	cov2
RAB5C	gvirus	RAB31	gcancer	cov2
RAB5C	gvirus	EGF	gcancer	cov2
STK4	gvirus	FOXO3	gcancer	cov2
STK4	gvirus	YAP1	gcancer	cov2
DNA2	gvirus	ATM	gcancer	cov2
SIRT5	gvirus	FOXO3	gcancer	cov2
UBE3A	gvirus	CDC20	gcancer	cov2
UBE3A	gvirus	FBXW7	gcancer	cov2
UBE3A	gvirus	UBE2C	gcancer	cov2
HERC2	gvirus	ATM	gcancer	cov2
HERC2	gvirus	CDC20	gcancer	cov2
HERC2	gvirus	KDM4B	gcancer	cov2
HERC2	gvirus	FBXW7	gcancer	cov2
HERC2	gvirus	UBE2C	gcancer	cov2
PRKAR2B	gvirus	BCL2	gcancer	cov2
MOV10	gvirus	FOXO3	gcancer	cov2
HECTD1	gvirus	CDC20	gcancer	cov2
HECTD1	gvirus	FBXW7	gcancer	cov2
HECTD1	gvirus	UBE2C	gcancer	cov2
RAB14	gvirus	RAB31	gcancer	cov2
PSMD8	gvirus	CDC20	gcancer	cov2
PSMD8	gvirus	UBE2C	gcancer	cov2
SIL1	gvirus	HRAS	gcancer	cov2
MARK3	gvirus	HRAS	gcancer	cov2
SCCPDH	gvirus	HGF	gcancer	cov2
SCCPDH	gvirus	SPARC	gcancer	cov2
SCCPDH	gvirus	EGF	gcancer	cov2
COMMD1	gvirus	FBXW7	gcancer	cov2
AKAP9	gvirus	HRAS	gcancer	cov2
SAV1	gvirus	YAP1	gcancer	cov2
RAB8A	gvirus	RAB31	gcancer	cov2
GTF2F2	gvirus	ATM	gcancer	cov2
LRRC41	gvirus	CDC20	gcancer	cov2
LRRC41	gvirus	FBXW7	gcancer	cov2
LRRC41	gvirus	UBE2C	gcancer	cov2
GNG5	gvirus	AKT2	gcancer	cov2
RAB5C	gvirus	FPR1	gcancer	cov2
NEU1	gvirus	AOC1	gcancer	cov2
ERP44	gvirus	AOC1	gcancer	cov2
ADAM9	gvirus	CDH1	gcancer	cov2
GNG5	gvirus	FPR1	gcancer	cov2
HDAC2	gvirus	CDH1	gcancer	cov2
HDAC2	gvirus	NOTCH1	gcancer	cov2
MOV10	gvirus	NOTCH1	gcancer	cov2
TLE1	gvirus	NOTCH1	gcancer	cov2
PSMD8	gvirus	RUNX3	gcancer	cov2
SIL1	gvirus	KRAS	gcancer	cov2
MARK3	gvirus	KRAS	gcancer	cov2
AKAP9	gvirus	KRAS	gcancer	cov2
RAB5C	gvirus	EGFR	gcancer	cov2
MARK2	gvirus	S100A8	gcancer	cov2
HDAC2	gvirus	SALL4	gcancer	cov2
HDAC2	gvirus	SMAD3	gcancer	cov2
MOV10	gvirus	CCND1	gcancer	cov2
MOV10	gvirus	CDKN2A	gcancer	cov2
TLE1	gvirus	CCND1	gcancer	cov2
PSMD8	gvirus	CCND1	gcancer	cov2
HDAC2	gvirus	EGR1	gcancer	cov2
HDAC2	gvirus	CBX7	gcancer	cov2
HDAC2	gvirus	SIRT7	gcancer	cov2
PSMD8	gvirus	CDKN1A	gcancer	cov2
HDAC2	gvirus	SMAD4	gcancer	cov2
MOV10	gvirus	MYC	gcancer	cov2
TLE1	gvirus	MYC	gcancer	cov2
TLE1	gvirus	SMAD4	gcancer	cov2
GOLGA2	gvirus	CDK5	gcancer	cov2
NDUFAF2	gvirus	MYC	gcancer	cov2
F2RL1	gvirus	PIK3CA	gcancer	cov2
UBE3A	gvirus	PTEN	gcancer	cov2
IBTK	gvirus	SYK	gcancer	cov2
GNG5	gvirus	PIK3CA	gcancer	cov2
HDAC2	gvirus	STAT3	gcancer	cov2
HDAC2	gvirus	SIRT4	gcancer	cov2
MOV10	gvirus	PTEN	gcancer	cov2
PSMD8	gvirus	PTEN	gcancer	cov2
CSNK2A2	gvirus	PTEN	gcancer	cov2
TYK2	grisk	MAPK1	gcancer	risk
HLA-G	grisk	TRIM29	gcancer	risk
HLA-G	grisk	IRF1	gcancer	risk
TYK2	grisk	EGFR	gcancer	risk
HLA-G	grisk	EGR1	gcancer	risk
TYK2	grisk	STAT3	gcancer	risk
TYK2	grisk	PIK3CA	gcancer	risk
HLA-G	grisk	TRIM25	gcancer	risk
NOTCH4	grisk	AKT1	gcancer	risk
NOTCH4	grisk	FBXW7	gcancer	risk
NOTCH4	grisk	NOTCH1	gcancer	risk
NOTCH4	grisk	SMAD3	gcancer	risk
